"";"0-4";"5-9";"10-14";"15-19";"20-24";"25-29";"30-34";"35-39";"40-44";"45-49";"50-54";"55-59";"60-64";"65-69";"70-74";"75-79";"80-84";"85+"
"Hockley County, Texas";836;913;985;1207;878;607;614;798;850;727;621;516;406;387;314;227;154;106
"Hood County, Texas";1195;1318;1503;1445;902;971;1113;1490;1584;1369;1366;1254;1271;1149;1000;695;315;212
"Hopkins County, Texas";1057;1195;1213;1274;960;1020;1044;1138;1183;1063;966;892;689;618;504;403;223;217
"Houston County, Texas";616;740;775;973;499;664;843;1172;1218;1071;778;673;580;541;444;343;227;198
"Howard County, Texas";1013;1115;1287;1207;1245;1494;1722;1756;1567;1332;1004;749;663;663;564;419;242;163
"Hudspeth County, Texas";160;178;187;157;86;121;103;112;107;95;91;75;70;50;57;23;13;11
"Hunt County, Texas";2682;2839;3109;3070;2719;2418;2481;2902;2935;2561;2295;2031;1761;1443;1062;774;490;349
"Hutchinson County, Texas";841;910;969;1080;649;638;601;773;956;914;742;555;480;436;490;379;219;113
"Irion County, Texas";48;52;79;80;31;35;52;63;74;65;57;72;43;49;37;17;24;9
"Jack County, Texas";227;275;339;392;425;345;371;442;432;313;256;200;199;183;157;91;86;54
"Jackson County, Texas";551;493;554;648;394;380;417;524;524;580;436;323;281;285;258;210;111;107
"Jasper County, Texas";1211;1306;1355;1374;975;1007;1144;1282;1291;1217;1063;920;821;786;681;448;253;174
"Jeff Davis County, Texas";46;59;93;109;36;42;48;97;72;108;83;75;76;65;42;32;29;16
"Jefferson County, Texas";8468;9261;9341;10196;9495;9248;9498;10353;10370;9228;7478;5366;4481;4023;3812;3128;1752;1191
"Jim Hogg County, Texas";217;227;258;230;132;141;177;171;176;138;164;125;115;106;82;64;42;31
"Jim Wells County, Texas";1682;1656;1848;1766;1155;1152;1114;1353;1418;1211;1142;836;761;686;543;419;240;198
"Johnson County, Texas";4803;5165;5473;5343;3773;4057;4554;5273;5314;4612;3991;3104;2447;1941;1514;988;584;378
"Jones County, Texas";546;626;667;1227;1290;1236;910;1063;1236;910;513;567;432;344;394;248;143;122
"Karnes County, Texas";426;426;524;591;1004;1179;958;957;658;546;392;297;280;249;249;211;122;104
"Kaufman County, Texas";2658;2942;3145;3051;1940;2037;2496;2882;2932;2585;2247;1723;1439;1063;869;595;346;234
"Kendall County, Texas";774;911;1041;891;479;518;612;881;966;967;856;697;546;485;363;280;179;122
"Kenedy County, Texas";21;22;11;26;12;9;18;13;12;13;16;9;14;2;8;6;3;2
"Kent County, Texas";15;23;30;30;13;11;16;28;45;22;28;27;31;20;25;20;16;11
"Kerr County, Texas";1208;1339;1588;1493;1031;888;1060;1276;1496;1316;1213;1053;1171;1268;1243;1108;680;490
"Kimble County, Texas";134;132;161;166;72;95;121;151;137;150;157;128;144;131;108;80;54;28
"King County, Texas";12;11;20;15;3;5;6;19;18;12;16;8;4;7;12;2;2;2
"Kinney County, Texas";111;115;116;134;57;82;91;89;110;83;105;85;95;131;132;93;40;19
"Kleberg County, Texas";1279;1166;1253;1548;1885;1431;1072;1028;925;873;796;670;527;470;380;293;140;116
"Knox County, Texas";117;145;190;157;84;74;102;152;159;113;113;93;99;105;103;75;78;49
"Lamar County, Texas";1736;1824;1856;1753;1345;1383;1539;1695;1666;1523;1417;1294;1112;899;733;663;417;292
"Lamb County, Texas";581;575;640;662;368;352;424;487;480;488;353;328;333;312;278;186;149;138
"Lampasas County, Texas";603;659;777;710;444;521;555;669;678;573;556;480;401;361;276;204;117;130
"La Salle County, Texas";210;235;252;266;241;247;253;249;236;191;175;156;120;104;62;55;45;21
"Lavaca County, Texas";592;617;722;738;449;402;484;649;698;666;579;497;482;428;413;364;268;215
"Lee County, Texas";542;582;661;931;457;433;436;539;611;586;452;384;300;297;271;176;122;112
"Leon County, Texas";458;496;584;612;321;359;349;477;588;531;449;462;450;449;433;265;132;110
"Liberty County, Texas";2552;2828;2855;2670;2241;2477;2547;2791;2810;2430;2135;1662;1238;1020;901;615;316;225
"Limestone County, Texas";739;807;857;836;876;787;709;824;798;751;682;586;432;469;415;279;197;154
"Lipscomb County, Texas";92;102;130;133;70;63;77;119;110;110;98;79;76;62;67;41;24;33
"Live Oak County, Texas";295;378;410;461;652;445;523;490;538;573;407;368;322;273;259;190;114;71
"Llano County, Texas";348;367;453;404;253;279;329;452;519;534;583;631;698;744;711;503;286;184
"Loving County, Texas";1;1;3;1;0;1;1;2;8;4;2;4;2;2;3;0;1;0
"Lubbock County, Texas";8873;8799;8835;10857;14553;9145;7887;8373;8376;7617;6153;4673;3727;3634;2836;2246;1295;845
"Lynn County, Texas";236;299;319;334;162;154;194;222;273;211;166;158;137;116;111;92;51;34
"McCulloch County, Texas";266;266;362;315;161;173;200;266;282;276;268;209;208;183;183;126;85;60
"McLennan County, Texas";7865;7941;8224;10358;10331;6943;6205;7289;7255;6633;5665;4317;3635;3248;2905;2235;1506;971
"McMullen County, Texas";13;25;35;27;16;13;18;29;48;32;33;42;20;25;26;10;6;10
"Madison County, Texas";362;377;407;432;1119;1101;675;594;490;408;343;300;243;227;209;144;97;78
"Marion County, Texas";323;323;401;374;216;229;276;338;391;400;397;334;387;329;259;192;101;73
"Martin County, Texas";220;216;227;209;100;139;137;162;147;149;117;106;103;96;85;48;29;29
"Mason County, Texas";85;113;151;125;49;77;85;95;125;113;157;126;127;119;94;72;42;40
"Matagorda County, Texas";1500;1570;1711;1682;1104;1010;1119;1377;1586;1408;1132;891;776;646;570;403;219;141
"Maverick County, Texas";2447;2612;2372;2163;1291;1522;1502;1536;1372;1317;1083;788;680;610;587;391;227;148
"Medina County, Texas";1463;1663;1721;1542;1348;1515;1411;1581;1517;1289;1240;928;741;716;607;457;244;205
"Menard County, Texas";59;69;110;110;40;35;52;73;76;76;87;87;65;60;68;53;26;32
"Midland County, Texas";4497;4926;5191;4961;3163;3414;3428;4076;4926;4372;3259;2247;1881;1737;1696;1210;628;420
"Milam County, Texas";886;940;989;1019;609;661;629;785;877;768;769;658;547;497;458;381;248;160
"Mills County, Texas";137;174;251;208;67;81;134;154;153;190;200;178;145;125;119;121;72;97
"Mitchell County, Texas";248;247;276;548;554;554;465;452;639;464;425;305;157;197;161;141;68;57
"Montague County, Texas";567;593;747;630;438;475;512;647;678;608;615;570;522;524;430;297;195;137
"Montgomery County, Texas";11670;12597;12823;11714;7864;9153;10092;12241;12947;11325;9781;7413;5247;4083;3110;2027;1001;625
"Moore County, Texas";967;984;960;881;636;661;765;756;705;672;484;390;328;301;275;180;80;66
"Morris County, Texas";421;438;540;515;310;332;290;418;472;484;397;346;314;328;274;208;121;69
"Motley County, Texas";50;46;56;62;31;31;27;41;55;50;40;45;42;31;49;36;19;8
"Nacogdoches County, Texas";1964;2021;2110;2851;3847;1973;1719;1777;1778;1797;1596;1189;931;933;807;595;369;265
"Navarro County, Texas";1660;1753;1823;2104;1478;1427;1417;1682;1527;1405;1320;1142;930;797;631;526;318;273
"Newton County, Texas";511;568;568;644;509;489;487;583;536;527;519;419;362;319;275;199;95;78
"Nolan County, Texas";530;573;644;698;444;417;468;493;584;558;480;366;358;325;284;215;135;115
"Nueces County, Texas";12191;12632;12719;13175;11166;10766;10092;11705;12135;11112;9282;6810;5160;4517;4084;3173;1668;1096
"Ochiltree County, Texas";371;384;393;398;261;327;264;349;358;316;279;185;178;143;116;91;52;33
"Oldham County, Texas";82;79;155;177;53;53;47;70;62;68;85;55;42;39;31;19;8;10
"Orange County, Texas";2899;3336;3475;3517;2545;2414;2699;3159;3386;3122;2653;2125;1790;1524;1355;899;518;280
"Palo Pinto County, Texas";957;983;1085;1019;772;739;768;964;998;854;889;726;641;603;512;352;242;180
"Panola County, Texas";725;797;877;999;641;556;579;766;809;872;772;587;541;447;385;272;172;123
"Parker County, Texas";2859;3621;3909;3668;2425;2585;3069;3949;4001;3508;3064;2437;1896;1545;1121;760;429;282
"Parmer County, Texas";437;474;513;461;267;283;312;331;367;304;264;226;197;157;137;95;81;50
"Pecos County, Texas";552;662;627;1023;1114;663;592;555;783;666;450;378;352;284;248;141;131;55
"Polk County, Texas";1235;1341;1426;1419;1423;1734;1450;1652;1504;1345;1250;1152;1148;1124;982;670;338;233
"Potter County, Texas";4797;4519;4336;4552;4429;4831;4080;4693;4734;3781;2955;2287;1794;1605;1385;1069;672;499
"Presidio County, Texas";287;330;371;302;180;199;205;238;225;174;212;192;140;148;133;111;61;37
"Rains County, Texas";257;289;352;369;227;228;259;307;341;316;340;325;292;248;195;122;60;37
"Randall County, Texas";3682;3808;3982;4273;3990;3318;3200;3793;4087;3817;3217;2356;1878;1845;1515;1073;553;342
"Reagan County, Texas";134;132;171;182;82;82;108;143;128;142;80;68;60;48;45;35;18;9
"Real County, Texas";67;111;109;118;49;59;66;95;104;85;100;120;128;100;87;53;33;23
"Red River County, Texas";406;464;537;533;363;409;360;457;474;495;436;416;378;324;299;239;188;117
"Reeves County, Texas";443;544;577;721;673;455;388;415;518;497;330;326;275;268;208;134;117;51
"Refugio County, Texas";239;312;311;298;178;203;226;298;283;275;247;192;224;163;154;119;63;46
"Roberts County, Texas";27;30;32;39;12;17;17;37;34;42;43;35;20;21;20;10;4;4
"Robertson County, Texas";567;660;618;643;390;380;428;506;527;526;486;392;381;333;309;241;140;97
"Rockwall County, Texas";1727;1881;2054;1735;1060;1081;1490;1954;2030;1670;1512;1104;777;553;433;298;155;112
"Runnels County, Texas";364;440;492;463;252;296;298;361;387;392;347;279;271;261;217;196;119;101
"Rusk County, Texas";1458;1627;1815;1850;1420;1586;1487;2070;2077;1825;1570;1247;1032;938;867;591;366;329
"Sabine County, Texas";252;268;360;287;186;217;238;303;317;272;333;383;394;397;359;254;131;104
"San Augustine County, Texas";266;320;341;300;189;213;244;247;285;282;273;256;272;250;223;152;101;74
"San Jacinto County, Texas";668;816;912;862;545;524;593;768;856;782;760;724;659;647;521;275;141;97
"San Patricio County, Texas";2811;3007;2998;3036;2474;2121;2336;2649;2473;2202;1870;1441;1148;1088;851;627;298;223
"San Saba County, Texas";168;192;254;611;114;132;149;176;187;205;169;167;152;148;127;112;73;68
"Schleicher County, Texas";84;110;142;141;61;67;67;95;103;119;117;75;62;64;52;47;29;24
"Scurry County, Texas";514;540;592;863;620;575;506;617;737;707;474;405;298;344;282;202;122;91
"Shackelford County, Texas";83;115;149;145;54;65;83;129;118;113;122;71;84;77;63;41;26;27
"Shelby County, Texas";878;901;1024;945;764;714;792;858;862;807;717;600;581;531;436;321;223;159
"Sherman County, Texas";115;164;170;135;71;93;97;122;116;104;91;94;56;60;47;41;20;17
"Smith County, Texas";6351;6563;6705;7038;5584;5388;5444;5967;6284;5774;5062;4030;3467;3133;2753;2132;1230;853
"Somervell County, Texas";232;244;329;316;185;182;205;243;264;307;210;173;132;118;111;68;38;41
"Starr County, Texas";2914;3012;2709;2609;1986;1781;1806;1675;1557;1271;1088;914;755;632;547;390;196;151
"Stephens County, Texas";301;323;356;410;350;316;319;369;340;302;314;267;224;226;188;161;98;51
"Sterling County, Texas";36;60;66;57;21;29;36;71;72;44;55;19;29;27;27;19;7;9
"Stonewall County, Texas";34;43;54;78;29;37;52;49;61;57;51;45;43;49;49;25;20;26
"Sutton County, Texas";159;164;158;184;89;107;142;136;168;188;128;102;86;76;69;45;21;11
"Swisher County, Texas";314;297;352;406;370;279;320;258;334;266;217;193;172;177;172;124;63;59
"Tarrant County, Texas";58898;58688;57186;54018;51838;58876;60036;64779;60693;49481;41962;29946;21090;16558;13080;9835;5692;3345
"Taylor County, Texas";4566;4641;4891;5516;6265;4380;4026;4712;4477;3890;3167;2438;2132;2048;1553;1319;765;556
"Terrell County, Texas";30;34;60;36;20;22;17;42;39;45;38;35;38;31;30;19;8;5
"Terry County, Texas";473;463;551;573;485;447;463;530;530;412;375;309;235;246;223;156;98;57
"Throckmorton County, Texas";58;65;78;71;33;43;35;84;54;56;48;60;67;50;34;30;25;21
"Titus County, Texas";1251;1237;1205;1160;958;1048;1007;1027;909;838;751;581;526;426;359;270;203;144
"Tom Green County, Texas";3676;3748;4011;4686;4535;3283;3177;3640;3611;3332;2832;2239;1859;1806;1446;1188;743;511
"Travis County, Texas";30325;27807;25701;30885;47635;47420;39792;36719;33388;28307;22070;13873;9418;7564;5919;4549;2629;1900
"Trinity County, Texas";432;424;443;488;313;323;340;426;404;394;417;427;443;436;419;269;173;90
"Tyler County, Texas";604;673;705;731;708;808;820;858;779;664;584;602;559;558;472;319;225;116
"Upshur County, Texas";1223;1320;1466;1435;940;891;1017;1246;1408;1282;1085;972;837;717;613;394;234;161
"Upton County, Texas";93;136;160;184;63;61;78;102;168;130;106;88;88;77;59;31;23;19
"Uvalde County, Texas";1147;1168;1188;1108;815;755;773;800;834;756;722;546;485;453;396;338;170;174
"Val Verde County, Texas";2084;2074;2012;1863;1512;1603;1649;1575;1299;1193;1155;1009;865;715;614;457;254;154
"Van Zandt County, Texas";1543;1667;1907;1871;1219;1248;1357;1691;1718;1597;1597;1371;1382;1140;954;705;424;307
"Victoria County, Texas";3236;3419;3630;3464;2527;2650;2676;3042;3274;2995;2490;1851;1495;1335;1167;885;456;351
"Walker County, Texas";1518;1535;1607;3940;6024;3122;3376;3318;3310;2465;2061;1211;1210;824;702;453;308;179
"Waller County, Texas";1161;1177;1244;1756;1915;1047;992;1071;1238;1109;933;735;542;446;364;272;138;86
"Ward County, Texas";380;428;514;686;261;259;292;371;393;348;345;252;213;217;201;162;79;48
"Washington County, Texas";941;967;1169;1475;1031;822;870;1037;1078;1070;878;761;592;579;589;407;268;242
"Webb County, Texas";10260;10522;9242;8847;7312;7647;6954;6546;5880;4741;4039;2895;2293;1903;1654;1179;604;497
"Wharton County, Texas";1470;1706;1794;1861;1254;1211;1211;1491;1528;1487;1183;949;806;699;606;489;295;225
"Wheeler County, Texas";153;176;216;205;105;117;127;154;162;199;167;167;135;134;117;71;70;57
"Wichita County, Texas";4712;4618;4654;6959;6746;4933;4636;5551;5020;4305;3328;2574;2270;2287;1798;1356;776;538
"Wilbarger County, Texas";511;518;545;935;426;410;407;500;510;490;408;366;309;222;260;199;141;107
"Willacy County, Texas";870;921;901;998;939;766;667;712;722;561;507;361;347;304;285;233;121;81
"Williamson County, Texas";10972;11042;10433;9249;7188;9466;11391;12494;11019;8816;6796;4707;3200;2666;2023;1547;850;658
"Wilson County, Texas";1118;1382;1449;1409;806;849;1061;1330;1314;1180;1134;820;665;592;444;318;157;149
"Winkler County, Texas";243;296;318;325;217;190;205;265;265;258;191;144;148;131;120;103;59;42
"Wise County, Texas";1669;1891;2264;1989;1376;1460;1711;2139;2133;1770;1547;1289;1028;874;591;421;232;196
"Wood County, Texas";999;1122;1189;1330;1056;899;975;1171;1272;1168;1208;1170;1174;1153;946;689;376;209
"Yoakum County, Texas";276;298;356;361;168;170;192;283;311;254;214;168;140;122;101;79;38;26
"Young County, Texas";576;604;682;686;406;424;451;614;701;632;530;431;418;444;384;314;156;125
"Zapata County, Texas";571;580;556;534;397;373;348;354;370;324;294;223;241;218;247;173;119;71
"Zavala County, Texas";511;583;564;556;407;448;400;358;353;334;276;217;187;147;164;107;59;57
"Beaver County, Utah";298;282;292;254;222;189;180;204;194;213;150;135;101;108;102;78;60;28
"Box Elder County, Utah";2091;2142;2261;2295;1490;1254;1232;1425;1552;1334;960;775;714;684;532;390;251;169
"Cache County, Utah";4555;3811;3808;4608;6997;4497;2773;2511;2459;2290;1632;1248;1041;800;722;517;401;339
"Carbon County, Utah";721;789;857;1016;801;538;491;623;803;799;605;448;337;309;315;259;147;123
"Daggett County, Utah";33;23;27;34;34;41;35;30;45;45;31;33;29;37;17;8;4;6
"Davis County, Utah";11993;11686;11700;12445;10433;8668;7967;8571;8582;7189;5642;4216;3155;2636;2074;1668;894;532
"Duchesne County, Utah";681;718;810;778;449;423;373;458;521;439;387;325;285;247;163;129;64;36
"Emery County, Utah";460;519;599;589;352;253;264;307;455;388;322;257;203;150;146;91;60;37
"Garfield County, Utah";212;201;212;266;125;133;134;144;148;184;150;103;108;106;74;64;29;28
"Grand County, Utah";278;328;320;326;242;244;250;305;353;364;312;210;162;157;127;89;60;36
"Iron County, Utah";1653;1446;1447;1759;2372;1322;882;915;955;912;719;572;487;441;349;259;164;103
"Juab County, Utah";471;446;450;402;246;269;263;252;269;224;187;145;133;110;86;77;50;46
"Kane County, Utah";204;245;285;284;119;138;121;167;194;244;205;150;157;165;135;83;71;30
"Millard County, Utah";523;632;737;787;313;300;274;395;467;402;329;274;228;189;204;129;107;61
"Morgan County, Utah";302;340;455;440;229;147;155;247;283;228;190;159;143;111;83;56;31;17
"Piute County, Utah";67;51;59;71;34;28;35;40;45;45;37;53;46;33;35;23;12;19
"Rich County, Utah";73;85;111;122;35;42;39;63;71;68;52;62;35;56;25;29;14;16
"Salt Lake County, Utah";41050;38140;37533;40189;42866;40580;35295;33829;32554;28921;22955;16453;11915;9216;8137;6482;4129;2713
"San Juan County, Utah";712;865;884;737;462;454;405;494;445;369;335;262;199;184;132;126;59;66
"Sanpete County, Utah";988;1028;1061;1426;1154;679;627;711;680;689;535;437;380;348;306;204;154;112
"Sevier County, Utah";834;857;923;1047;644;497;440;548;627;558;474;420;403;308;308;233;160;103
"Summit County, Utah";1078;1304;1340;1306;961;1093;1127;1353;1570;1363;1078;731;431;287;222;109;69;36
"Tooele County, Utah";2269;1998;1798;1689;1354;1660;1560;1598;1354;1165;1009;745;546;424;370;263;170;84
"Uintah County, Utah";1106;1165;1318;1395;906;710;638;801;942;857;652;516;405;384;333;231;119;89
"Utah County, Utah";20748;17352;16178;19603;26630;17601;11773;10368;9319;7972;6395;4853;3619;3098;2730;2059;1371;988
"Wasatch County, Utah";746;746;775;727;526;492;529;593;588;507;385;305;216;201;165;101;82;47
"Washington County, Utah";4260;3800;3865;4192;3464;2780;2446;2449;2476;2168;1993;1694;1716;2073;1958;1611;1034;582
"Wayne County, Utah";108;115;121;102;81;69;63;73;71;91;91;59;54;52;50;30;30;16
"Weber County, Utah";9149;8489;8315;9032;8905;7631;6482;7033;7047;6024;5084;3734;2898;2651;2251;1959;1182;715
"Addison County, Vermont";1037;1290;1353;1747;1453;827;1068;1413;1417;1484;1313;971;648;533;488;350;228;156
"Bennington County, Vermont";943;1305;1442;1283;884;875;1008;1339;1480;1390;1335;1035;843;746;751;530;339;220
"Caledonia County, Vermont";874;1016;1245;1297;908;754;882;1034;1170;1247;1119;794;578;478;515;401;211;143
"Chittenden County, Vermont";4304;5115;5284;5842;6473;5214;5381;6214;6413;5542;4646;3254;2269;1851;1455;1065;628;497
"Essex County, Vermont";179;224;276;238;129;158;202;262;263;252;229;221;156;149;125;87;58;23
"Franklin County, Vermont";1648;1868;1915;1671;1092;1310;1726;2024;2036;1723;1500;1126;808;663;592;419;250;162
"Grand Isle County, Vermont";205;235;291;222;141;134;216;284;343;312;259;242;175;149;98;85;39;18
"Lamoille County, Vermont";675;866;911;847;838;794;784;925;969;912;867;611;473;380;309;211;144;106
"Orange County, Vermont";812;973;1234;1206;777;699;814;1082;1262;1176;1081;783;577;554;405;318;196;106
"Orleans County, Vermont";772;890;1102;1007;654;697;869;961;1060;1068;944;784;595;500;446;359;222;113
"Rutland County, Vermont";1723;2048;2353;2308;1825;1540;1956;2438;2641;2587;2379;1817;1322;1171;1076;784;507;357
"Washington County, Vermont";1601;1895;2107;2309;1980;1500;1883;2294;2430;2453;2288;1528;1201;945;786;587;379;276
"Windham County, Vermont";1223;1438;1714;1573;1077;1084;1297;1667;1886;1943;1759;1298;986;790;706;561;307;237
"Windsor County, Vermont";1450;1836;2198;1998;1157;1434;1640;2137;2402;2464;2243;1793;1295;1126;1047;870;506;352
"Accomack County, Virginia";1183;1408;1351;1418;1034;1087;1098;1370;1430;1314;1143;995;1049;923;721;550;329;187
